214,640,474,74,74
215,639,488,74,74
216,640,463,74,74
217,640,443,74,74
218,640,421,74,74
219,640,415,74,74
220,655,394,74,74
221,661,384,74,74
222,667,378,74,74
223,677,370,74,74
224,682,366,74,74
225,686,369,74,74
226,683,379,74,74
227,682,398,74,74
228,680,413,74,74
229,678,432,74,74
230,683,464,74,74
231,683,465,74,74
232,684,421,74,74
233,691,379,74,74
234,696,343,74,74
235,695,308,74,74
236,694,282,74,74
237,693,275,74,74
238,692,254,74,74
239,690,242,74,74
240,685,226,74,74
241,675,214,74,74
242,674,209,73,73
243,662,199,73,73
244,659,195,73,73
245,655,197,73,73
246,653,202,73,73
247,653,220,73,73
248,651,237,73,73
249,654,247,73,73
250,652,255,71,71
251,651,271,71,71
252,647,301,71,71
253,640,338,71,71
254,629,383,71,71
255,628,384,71,71
256,616,430,71,71
257,605,486,70,70
258,606,486,70,70
259,610,443,70,70
260,618,399,70,70
261,621,398,70,70
262,629,360,70,70
263,647,317,70,70
264,667,284,70,70
265,683,261,70,70
266,694,249,70,70
267,708,242,70,70
268,714,236,70,70
269,713,232,70,70
270,709,230,70,70
271,708,235,70,70
272,707,245,70,70
273,706,261,70,70
274,703,269,70,70
275,700,290,70,70
276,700,317,70,70
277,707,362,70,70
278,698,409,70,70
279,698,408,70,70
280,691,461,70,70
281,682,518,70,70
282,673,558,70,70
283,661,511,70,70
284,661,510,70,70
285,633,457,70,70
286,614,405,70,70
287,604,361,70,70
288,577,311,70,70
289,563,284,70,70
290,541,252,70,70
291,541,248,70,70
292,525,229,70,70
293,520,219,70,70
294,529,210,70,70
295,522,192,70,70
296,524,181,70,70
297,526,176,70,70
298,537,182,70,70
299,551,189,70,70
300,572,203,70,70
301,583,215,70,70
302,587,230,70,70
303,584,235,70,70
304,584,261,70,70
305,583,266,70,70
306,589,299,70,70
307,596,332,70,70
308,607,388,70,70
309,609,387,70,70
310,608,438,70,70
311,602,498,70,70
312,608,517,70,70
313,614,490,70,70
314,619,469,70,70
315,609,454,70,70
316,616,430,70,70
317,616,417,70,70
318,615,412,70,70
319,608,399,70,70
320,614,392,70,70
321,615,385,70,70
322,607,374,70,70
323,597,377,70,70
324,587,386,70,70
325,587,393,70,70
326,596,417,70,70
327,595,448,70,70
328,594,453,70,70
329,582,476,70,70
330,582,518,70,70
331,572,551,70,70
332,582,513,70,70
333,583,512,70,70
334,589,468,70,70
335,587,420,70,70
336,580,379,70,70
337,571,337,70,70
338,567,310,70,70
339,567,304,70,70
340,552,273,70,70
341,537,252,70,70
342,536,224,70,70
343,544,206,70,70
344,541,197,70,70
345,536,196,70,70
346,534,197,70,70
347,539,211,70,70
348,536,212,70,70
349,536,228,70,70
350,532,241,70,70
351,531,282,70,70
352,530,285,70,70
353,524,318,70,70
354,515,352,70,70
355,521,401,70,70
356,511,444,70,70
357,509,443,70,70
358,521,502,70,70
359,536,498,70,70
360,536,498,70,70
361,546,455,70,70
362,546,454,70,70
363,552,397,70,70
364,556,361,70,70
365,566,329,70,70
366,561,304,70,70
367,570,293,70,70
368,572,271,70,70
369,573,265,70,70
370,577,261,70,70
371,591,266,70,70
372,591,268,70,70
373,597,286,70,70
374,597,290,70,70
375,596,303,70,70
376,595,311,70,70
377,593,330,70,70
378,585,346,70,70
379,594,370,70,70
380,599,406,70,70
381,585,446,70,70
382,585,446,70,70
383,585,497,70,70
384,592,509,70,70
385,599,456,70,70
386,598,401,70,70
387,599,400,70,70
388,608,369,70,70
389,617,332,70,70
390,617,304,70,70
391,629,286,70,70
392,621,263,70,70
393,626,248,69,69
394,634,233,69,69
395,634,229,69,69
396,639,222,69,69
397,639,213,69,69
398,650,218,69,69
399,655,216,69,69
400,658,223,69,69
401,661,234,69,69
402,661,239,69,69
403,665,252,69,69
404,668,273,69,69
405,667,297,69,69
406,666,299,69,69
407,650,329,69,69
408,632,355,69,69
409,626,395,69,69
410,627,430,69,69
411,640,466,69,69
412,641,469,69,69
413,658,415,69,69
414,664,371,69,69
415,667,332,69,69
416,662,295,69,69
417,664,293,70,70
418,664,263,70,70
419,659,235,70,70
420,655,212,70,70
421,649,199,70,70
422,643,187,70,70
423,641,182,70,70
424,639,178,70,70
425,639,178,70,70
426,637,184,70,70
427,631,198,70,70
428,626,215,70,70
429,623,233,69,69
430,622,238,69,69
431,622,263,69,69
432,617,289,69,69
433,614,313,69,69
434,604,354,69,69
435,596,387,69,69
436,596,389,69,69
437,595,422,69,69
438,599,458,69,69
439,601,458,69,69
440,603,420,69,69
441,604,420,69,69
442,598,381,69,69
443,594,346,67,67
444,581,308,67,67
445,582,275,67,67
446,583,252,67,67
447,582,226,67,67
448,583,217,66,66
449,581,208,65,65
450,582,198,65,65
451,583,182,65,65
452,594,167,65,65
453,599,153,65,65
454,602,150,65,65
455,606,149,65,65
456,610,153,65,65
457,617,161,65,65
458,621,166,65,65
459,630,174,63,63
460,635,182,63,63
461,636,188,63,63
462,648,204,63,63
463,666,224,62,62
464,681,247,62,62
465,693,275,62,62
466,692,277,62,62
467,696,310,62,62
468,695,354,62,62
469,700,393,62,62
470,697,438,62,62
471,693,480,62,62
472,693,481,62,62
473,695,442,62,62
474,702,406,62,62
475,711,371,62,62
476,718,342,62,62
477,718,343,62,62
478,743,298,62,62
479,745,292,62,62
480,755,275,62,62
481,770,261,61,61
482,787,257,61,61
483,805,256,61,61
484,806,254,61,61
485,822,254,61,61
486,836,258,61,61
487,840,255,61,61
488,845,253,61,61
489,848,252,61,61
490,848,253,61,61
491,848,258,61,61
492,862,283,61,61
493,854,298,61,61
494,865,322,61,61
495,857,360,61,61
496,858,400,61,61
497,858,400,61,61
498,865,443,61,61
499,880,431,61,61
500,894,408,61,61
501,903,393,62,62
502,904,390,62,62
503,914,372,62,62
504,923,364,62,62
505,936,356,62,62
506,944,346,62,62
507,944,345,62,62
508,933,343,62,62
509,929,340,62,62
510,922,331,62,62
511,919,327,62,62
512,917,324,62,62
513,912,324,62,62
514,906,330,62,62
515,902,339,62,62
516,899,350,62,62
517,895,366,62,62
518,888,382,62,62
519,878,407,62,62
520,877,442,62,62
521,877,445,62,62
522,876,450,62,62
523,879,417,62,62
524,877,387,62,62
525,874,361,62,62
526,874,355,62,62
527,875,338,62,62
528,875,319,62,62
529,873,304,62,62
530,869,294,62,62
531,867,287,62,62
532,866,287,62,62
533,864,288,62,62
534,863,288,62,62
535,861,289,62,62
536,864,293,63,63
537,851,301,63,63
538,855,310,63,63
539,857,314,63,63
540,862,320,63,63
541,864,329,63,63
542,861,350,63,63
543,860,375,63,63
544,864,401,63,63
545,865,402,63,63
546,869,406,63,63
547,874,366,63,63
548,887,335,63,63
549,882,316,63,63
550,902,296,63,63
551,901,272,63,63
552,903,270,63,63
553,905,250,63,63
554,911,234,63,63
555,919,216,63,63
556,928,208,63,63
557,933,205,63,63
558,937,200,63,63
559,940,200,63,63
560,944,200,63,63
561,946,198,63,63
562,945,201,62,62
563,936,205,62,62
564,931,204,62,62
565,929,204,62,62
566,928,205,62,62
567,963,268,62,62
568,965,292,62,62
569,965,293,62,62
570,966,323,62,62
571,968,354,62,62
572,971,390,62,62
573,971,426,62,62
574,975,466,62,62
575,975,465,62,62
576,970,432,62,62
577,965,396,62,62
578,958,366,62,62
579,946,333,62,62
580,946,333,62,62
581,930,303,62,62
627,891,453,49,65
628,892,448,49,65
629,887,435,48,64
630,886,397,48,64
631,881,369,49,65
632,873,343,49,65
633,866,314,49,65
634,882,305,50,66
635,864,291,49,65
636,863,279,48,64
637,856,264,48,64
638,845,250,49,65
639,844,246,51,68
640,836,241,51,68
641,835,242,51,68
642,829,243,52,69
643,824,245,52,69
669,837,166,54,57
670,835,149,55,58
671,841,144,57,60
672,845,136,60,63
673,845,133,58,62
674,849,133,56,59
675,850,133,56,59
676,849,134,56,59
677,850,134,56,59
678,850,140,57,60
679,848,148,55,58
680,859,166,54,57
681,864,186,52,55
682,859,215,52,55
683,847,212,53,56
684,854,244,53,56
685,862,286,54,57
692,885,444,61,61
693,885,436,63,63
694,884,418,65,65
695,880,412,65,65
696,876,402,62,62
697,869,392,61,61
698,851,383,61,61
699,833,379,61,61
700,826,373,61,61
701,820,373,62,62
702,817,376,62,62
703,807,377,61,61
704,805,389,62,62
705,798,397,63,63
706,793,417,63,63
707,789,439,65,65
708,787,444,67,67
709,782,459,66,66
710,777,427,66,66
711,775,391,63,63
712,776,358,62,62
713,785,334,63,63
714,786,333,65,65
715,798,319,65,65
716,795,305,65,65
717,808,296,63,63
718,822,288,62,62
719,840,282,63,63
720,843,281,63,63
721,854,285,65,65
722,868,287,63,63
723,877,288,63,63
724,891,300,62,62
725,903,314,62,62
726,902,316,62,62
727,916,332,62,62
728,912,357,62,62
729,910,335,62,62
730,911,335,60,60
731,907,287,60,60
732,902,246,61,61
733,897,209,61,61
734,891,176,61,61
735,886,150,61,61
736,879,124,60,60
737,881,117,57,57
738,881,93,57,57
739,894,66,57,57
740,918,53,59,59
753,920,150,60,61
754,914,184,61,62
755,912,220,59,60
756,912,218,60,61
757,907,257,60,61
758,907,256,60,61
759,907,235,57,57
760,907,212,57,57
761,906,211,59,60
762,905,196,58,59
763,901,182,57,57
764,894,173,54,55
765,889,169,53,54
766,886,168,53,54
767,886,169,54,55
768,885,174,54,55
769,889,189,53,54
770,888,201,54,55
771,880,210,53,54
772,881,225,54,55
773,880,249,53,54
774,879,250,53,54
775,882,272,53,54
776,890,299,54,55
777,899,337,54,55
778,897,363,55,56
779,899,395,54,55
780,900,396,54,55
781,912,424,53,54
782,920,447,52,53
783,924,412,52,53
784,910,416,52,53
785,906,416,51,52
786,907,410,52,53
787,904,408,52,53
788,901,406,52,53
789,897,406,51,52
790,891,406,51,52
791,884,405,50,51
792,885,399,50,51
793,873,405,50,51
794,859,413,49,50
795,846,420,50,51
796,828,426,50,51
797,826,425,48,49
798,803,443,48,49
813,814,387,59,51
814,807,374,59,51
815,802,370,60,52
816,797,365,59,51
817,791,360,57,49
818,787,360,56,48
819,778,359,58,50
820,775,368,57,49
821,775,378,57,49
822,783,387,55,47
823,788,388,56,48
824,789,392,56,48
825,788,392,53,46
826,789,394,53,46
963,796,270,42,44
964,793,266,41,43
965,792,266,40,41
966,790,267,40,41
